no_mitra,id_posisi,nama_posisi,nama_mitra,id_mitra,nama_kegiatan,kuota_posisi,lokasi_kerja,tipe_aktivitas,url_logo
35,7851fb4d-80e7-11ed-bcd8-aa76604f701e,Act - Activation Analyst,Kompas Gramedia,c8bece01-8738-4a37-90f9-3d0302da1cd7,Kompas Gramedia - Growth Center: Services Enhancement To Help People Be Their Best Version,3,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_df1a48c4-c272-4def-9ca5-0f905ac03742.png
36,11f04945-807d-11ed-82a8-2615bc75a6a3,Act - Marketing Communication Officer,Kompas Gramedia,c8bece01-8738-4a37-90f9-3d0302da1cd7,"Kompas Gramedia - Dyandra: MICE (Meetings, Incentives, Conferences, Exhibitions) ",2,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_df1a48c4-c272-4def-9ca5-0f905ac03742.png
37,b582cd26-8080-11ed-b375-2603a0457f29,Act - Operational Officer,Kompas Gramedia,c8bece01-8738-4a37-90f9-3d0302da1cd7,"Kompas Gramedia - Dyandra: MICE (Meetings, Incentives, Conferences, Exhibitions) ",2,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_df1a48c4-c272-4def-9ca5-0f905ac03742.png
38,3cb267ad-8082-11ed-bcd8-aa76604f701e,Act - Sales Officer,Kompas Gramedia,c8bece01-8738-4a37-90f9-3d0302da1cd7,"Kompas Gramedia - Dyandra: MICE (Meetings, Incentives, Conferences, Exhibitions) ",1,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_df1a48c4-c272-4def-9ca5-0f905ac03742.png
39,7dc245e0-6716-11ed-9ad9-5a2f049e0a05,Actuarial,PFI Mega Life,73b26f80-6308-4249-8738-cec24fc16f00,PFI Mega Life Internship,1,Kota Jakarta Selatan,OFFLINE,
40,92b02b84-6b00-11ed-8225-d61b0e2692e7,Admin Compliance Project,PFI Mega Life,73b26f80-6308-4249-8738-cec24fc16f00,PFI Mega Life Internship,1,Kota Jakarta Selatan,OFFLINE,
41,064d92bb-6fb6-11ed-b6f6-62d54cabf853,Administrasi dan Keuangan,YHC QuIP (Quality Internship Program),054b69c6-e415-4e06-be7f-491f672a68b0,Improving Performance Skill Through Project Management,10,Batola dan Banjarmasin Kalimantan Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_36c92668-9a5e-4ef2-89e6-717e1c387010.png
42,f8c4751c-7608-11ed-a033-260399e19f34,Administrasi dan Legalitas Produk,Koperasi WUBI,4bb9c2e3-c5a7-4e99-bc52-0f30bf2fd1e5,"Manajemen Produksi, Pemasaran Dan Pendanaan Pelaku Usaha Mikro, Kecil Dan Menengah (UMKM)",10,Kota Banda Aceh,OFFLINE,
43,658fc912-8124-11ed-88c2-727c8458646b,Administrasi & Keuangan,Mamminasata Land,fd72409f-67e6-41cf-82a2-0b252b333ef3,Pegembangan Villa & Resort Daar El-Fatih,5,Kota Makassar,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_77533b48-a827-4257-a2fe-bb8daa1eb2b3.jpg
44,4da53530-70b2-11ed-aa1c-260399e19f34,Administrasi Logistic ,ELZATTA DAUKY,5fb33177-7656-4eac-b184-9a187592a4e4,Peran Gen Z untuk Indonesia,4,"Kec. Bandung Kulon, Kota Bandung, Jawa Barat",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_f4582b8f-c088-4d57-95d8-9a370f5c9224.png
45,e8429b8e-7062-11ed-8312-feb214c74b66,Administration,Citiasia Inc.,1d463f4f-bcd8-4125-87a9-e0c00f5328dc,Smart Cities & Smart enterprises: Co-Creation Solution & Innovation Development Internship Programs ,4,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_53530d4e-b597-4989-ba93-d03aeb8da921.png
46,aec68122-70cb-11ed-8312-feb214c74b66, Administration and Business Development,Synapsis.id,b8aaf5af-e69c-4434-89b5-dc2dbbdf7a15,Learning Practice Program ,3,Kota Jakarta Timur,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_c197900c-4362-422d-8cef-5c2f03d7ddb6.png
47,258b8522-6fbc-11ed-8b84-22d0c8df9d48,Administration (Content & Channel),Surya Citra Media - EMTEK Group,b409663d-e067-46e0-81d9-eb4fff33f45f,SIP (SCM Internship Program),1,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4c560d1a-0e74-4525-9d9c-4feb95a08b71.png
48,343b25fe-6feb-11ed-b6f6-62d54cabf853,Administration & Operational,Nasi Kulit Malam Minggu Group,381d89c3-cd28-49d4-9052-f9a8d288e605,MM Start Up Program Plus II,5,"Kota Tangerang Selatan, Banten",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_286ffb2d-f751-4804-a623-304fca7f4c47.jpg
49,ee3da637-64e4-11ed-b74d-2af064b3727d,Administrative Assistant Intern (for Sekolah 4.0 Program),Orbit Future Academy,0be8abbc-2642-42b4-9ca5-4d33f4704a94, Orbit 4 Indonesia Internship Program,1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_58c94cca-97a8-4618-a010-5296281e0222.jpg
50,b3b696ac-6175-11ed-9958-e6768c594c9c,Admin Operation Officer  - JBA (Jakarta),ASSA,631c1888-6d99-43db-bfff-086dafc150c3,ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,2,Kota Jakarta Utara,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_e9d9b6c8-552b-47fd-a9da-24b9557bb28b.png
51,ecb3210d-60d8-11ed-aaab-4a119f027d25,Admin Seller Officer - JBA (Jakarta),ASSA,631c1888-6d99-43db-bfff-086dafc150c3,ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,1,Kota Jakarta Utara,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_e9d9b6c8-552b-47fd-a9da-24b9557bb28b.png
52,03236732-670c-11ed-98f0-d6bd1ff96cc1,Admin Tax Intern,Erajaya,a748af00-6fc5-44c8-a820-fda83886973c,Lets Grow with Erajaya,2,Kota Jakarta Barat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4b68b978-babc-4555-b29d-ac9ca4fe7af5.png
53,1892f030-64e4-11ed-bf50-124073a7b39a,Admission Intern,Orbit Future Academy,0be8abbc-2642-42b4-9ca5-4d33f4704a94, Orbit 4 Indonesia Internship Program,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_58c94cca-97a8-4618-a010-5296281e0222.jpg
54,a50a2d09-808e-11ed-bf55-e28bf6b6d14d,Admistrative Standard Intern,Bridgestone,6a82280c-7d74-4b04-a286-5fdfa1569975,BE INTERN Building Digital Future,1,Kab. Karawang,BLENDED,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_f3a2b24c-b002-4fa2-9f80-b281d99c0795.png
55,6c1111be-6c94-11ed-8fcc-563600033649,Ads Specialist,Schoters,29817ab5-be74-4c42-a223-a04eceae0eef,Transformasi Start-Up Edutech Melalui Riset dan Inovasi,5,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_a741a688-4eca-41f9-8099-40d6986d6253.png
56,3f9920f5-6efa-11ed-8b84-22d0c8df9d48,Advertising Specialist,Bank BRI,a78798fb-cfe4-4e23-9d42-a09881f6bf9c,Digital Market Research and Development,1,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_00172b9d-6bad-44f8-8a71-88f513dda24c.png
57,f886a0c2-8112-11ed-8834-ae9e72da6bb1,Affiliate - Community Management Intern,Lazada,aed64ced-1c3e-40f4-8c92-3fae1469cbc4,Program Magang Lazada Indonesia Commercial [Jakarta],2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_53a72f64-8e58-40c0-810d-1828e1b0aab1.jpg
58,39c4eb24-810e-11ed-8c99-9aeeab388a33,Affiliate - Company Partnership Intern,Lazada,aed64ced-1c3e-40f4-8c92-3fae1469cbc4,Program Magang Lazada Indonesia Commercial [Jakarta],2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_53a72f64-8e58-40c0-810d-1828e1b0aab1.jpg
59,ce71147c-8116-11ed-8834-ae9e72da6bb1,Affiliate - Finance Support Intern,Lazada,aed64ced-1c3e-40f4-8c92-3fae1469cbc4,Program Magang Lazada Indonesia Commercial [Jakarta],3,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_53a72f64-8e58-40c0-810d-1828e1b0aab1.jpg
60,75685a13-8114-11ed-88c2-727c8458646b,Affiliate - KOL Acquisition Partnership Intern,Lazada,aed64ced-1c3e-40f4-8c92-3fae1469cbc4,Program Magang Lazada Indonesia Commercial [Jakarta],8,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_53a72f64-8e58-40c0-810d-1828e1b0aab1.jpg
61,fc3b766d-8111-11ed-88c2-727c8458646b,Affiliate - KOL Management Intern,Lazada,aed64ced-1c3e-40f4-8c92-3fae1469cbc4,Program Magang Lazada Indonesia Commercial [Jakarta],1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_53a72f64-8e58-40c0-810d-1828e1b0aab1.jpg
62,ba1666d5-8113-11ed-88c2-727c8458646b,Affiliate - Marketing & Communication Intern,Lazada,aed64ced-1c3e-40f4-8c92-3fae1469cbc4,Program Magang Lazada Indonesia Commercial [Jakarta],3,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_53a72f64-8e58-40c0-810d-1828e1b0aab1.jpg
63,c3d24ae8-81be-11ed-afe6-e28bf6b6d14d,Affiliate Partnership & Sales,VOCASIA,77cde2f6-fa33-4932-8847-83b3414b1877,Vocasia Internship Professional Edutech Program,20,Kota Jakarta Timur,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_47596fd8-2b46-4ad8-8a00-392d7c8107a2.png
64,8b0d57b8-8115-11ed-8834-ae9e72da6bb1,Affiliate - Project Management Intern,Lazada,aed64ced-1c3e-40f4-8c92-3fae1469cbc4,Program Magang Lazada Indonesia Commercial [Jakarta],1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_53a72f64-8e58-40c0-810d-1828e1b0aab1.jpg
65,1669fcef-801b-11ed-bf55-e28bf6b6d14d,AF Investigation ,Home Credit Indonesia,ae9a3576-23cb-42c2-9885-4cb1a4141799,Home Credit Apprenticeship  Program (HAP) 3.0 ,1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_8471966c-6da5-47b7-9275-8de31d6c807b.png
66,45be6e8f-6fbc-11ed-83fd-7e8ddab09462,Agribusiness Intern,PT Petrokimia Gresik,bc27aac3-8e3f-4016-9b18-cdbfa26746d8,Petrokimia Undergraduate Apprenticeship Program Cycle 4,2,Kab. Gresik,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_87fed9ce-8cc7-4c55-8727-1c02a5030d20.png
67,ac152b52-6faf-11ed-9576-62d54cabf853,Agricultural Researcher Intern,PT Petrokimia Gresik,bc27aac3-8e3f-4016-9b18-cdbfa26746d8,Petrokimia Undergraduate Apprenticeship Program Cycle 4,6,Kab. Gresik,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_87fed9ce-8cc7-4c55-8727-1c02a5030d20.png
68,32509ff8-64cf-11ed-8ebb-320b4c7afbe7,Agronomist,The Farmhill,f0e8728d-6dc7-4cf5-84fb-6d1a47950232,Youth Agrigator Internship Program 2,10,Kota Semarang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_0ccd522c-aaf8-4e7f-b5c0-3f2c9b3f09b0.png
69,cb74cae0-6a45-11ed-98e1-a2c3ec1c6e84,Agronomy Assistant,PT Bumitama Gunajaya Agro,8816b5f5-7f39-459c-ba0c-86996423c5e5,Planter Development Program,50,Kab. Kotawaringin Timur,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_629f2eb8-a747-4cee-a5c3-e27c8a8ec63e.png
70,2f6210cd-6bfd-11ed-8441-22d0c8df9d48,AGV Factory Engineer Intern,Paragon Technology and Innovation,bcdcdee1-cef2-4ed7-b469-12a6ab2740fa,Supply Chain Management Directorate,2,Kota Tangerang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_d3457239-e70d-40d2-b628-218c94072cb0.png
71,65cc7c7c-6fe6-11ed-a7a1-0278cb7f6574,AI Engineer,Soca AI,f6940620-cc8b-4134-8290-7f511d8cc1a6,AI-Powered Immersive Learning,10,Kota Bandung,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_93ec7e4d-0083-4e54-994c-f8a406cd7f3f.jpg
72,571b654d-584d-11ed-b186-36a705b63a4f,AI Programmer & Data Science,M-Knows Consulting,e11d086f-a5f6-4a48-b9de-0cab5d5f5960,Kampus Gratis Apps - Platform Kuliah Gratis S1 & D1 bagi Kaum Marjinal di Indonesia,10,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_942d9672-8cf9-4b06-ac86-ab4aa197d01f.png
73,57b83b6f-6b0c-11ed-8225-d61b0e2692e7,AI Vision Engineer,Widya Robotics,93cf8c69-e6cc-423b-a011-695680382291,"Learning Management di Startup Artificial Intelligence, IoT, dan Robotika",7,Kab. Sleman,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_ac92522e-1227-497a-bb7c-6783e41bb299.png
74,6669ae7c-8044-11ed-899c-f6e17ff1bedb,ALDI Business Support,Home Credit Indonesia,ae9a3576-23cb-42c2-9885-4cb1a4141799,Home Credit Apprenticeship  Program (HAP) 3.0 ,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_8471966c-6da5-47b7-9275-8de31d6c807b.png
75,0c5c571c-6c97-11ed-9738-0278cb7f6574,ALFAEXPRESS SOCIAL MEDIA SPECIALIST,Alfamart,313a80ac-21da-47fe-a999-e9d82b912be2,Optimalisasi Social Media Beanspot Alfaexpress,2,Kota Tangerang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_906ac76c-6666-4a66-a24f-7dabf0340dcf.jpg
76,4fcb958a-6f8e-11ed-ab38-feb214c74b66,"Analis Data dan Laporan Perusahaan Efek, PPE-EBUS dan Mitra Pemasaran PPE",Otoritas Jasa Keuangan,099f120b-b556-44fd-a9f5-a1d7b26cf4c2,Departemen Pengawasan Pasar Modal 2A,1,DKI Jakarta,BLENDED,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4b3ea65a-1d30-4abb-8b7f-13dc36389c0d.png
77,5ed111a1-6f8f-11ed-8b84-22d0c8df9d48,Analis Junior Departemen Hukum,Otoritas Jasa Keuangan,099f120b-b556-44fd-a9f5-a1d7b26cf4c2,Departemen Hukum,2,DKI Jakarta,BLENDED,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4b3ea65a-1d30-4abb-8b7f-13dc36389c0d.png
78,f32a26c4-6ed4-11ed-818c-feb214c74b66,Analis Junior Informasi dan Administrasi Perbankan (IDAP) - Publikasi,Otoritas Jasa Keuangan,099f120b-b556-44fd-a9f5-a1d7b26cf4c2, Departemen Perizinan dan Informasi Perbankan,1,DKI Jakarta,BLENDED,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4b3ea65a-1d30-4abb-8b7f-13dc36389c0d.png
79,7d87f1f0-6ed9-11ed-9161-22d0c8df9d48,Analis Junior Intelejen Pasar Modal,Otoritas Jasa Keuangan,099f120b-b556-44fd-a9f5-a1d7b26cf4c2,Departemen Pengawasan Pasar Modal 1B,1,DKI Jakarta,BLENDED,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4b3ea65a-1d30-4abb-8b7f-13dc36389c0d.png
80,ccf0a726-6edb-11ed-818c-feb214c74b66,Analis Junior Pedoman Pemeriksaan Pengelolaan Investasi Dan Lembaga Efek,Otoritas Jasa Keuangan,099f120b-b556-44fd-a9f5-a1d7b26cf4c2,Departemen Pengawasan Pasar Modal 1B,1,DKI Jakarta,BLENDED,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4b3ea65a-1d30-4abb-8b7f-13dc36389c0d.png
81,e8fad18e-6ed2-11ed-86a1-563600033649,Analis Junior Pemeriksaan Khusus Perbankan,Otoritas Jasa Keuangan,099f120b-b556-44fd-a9f5-a1d7b26cf4c2,Departemen Pemeriksaan Khusus Perbankan,1,DKI Jakarta,BLENDED,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4b3ea65a-1d30-4abb-8b7f-13dc36389c0d.png
82,2b9d1178-6ecf-11ed-9161-22d0c8df9d48,Analis Junior Pengaturan BPR 2,Otoritas Jasa Keuangan,099f120b-b556-44fd-a9f5-a1d7b26cf4c2, Departemen Penelitian dan Pengaturan Perbankan,1,DKI Jakarta,BLENDED,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4b3ea65a-1d30-4abb-8b7f-13dc36389c0d.png
83,dd6bdcb5-6ecd-11ed-9161-22d0c8df9d48,Analis Junior Prudensial,Otoritas Jasa Keuangan,099f120b-b556-44fd-a9f5-a1d7b26cf4c2, Departemen Penelitian dan Pengaturan Perbankan,1,DKI Jakarta,BLENDED,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4b3ea65a-1d30-4abb-8b7f-13dc36389c0d.png
84,cab55ffb-6f90-11ed-8b84-22d0c8df9d48,Analis Kebijakan Penyidikan dan Satgas Waspada Investasi ,Otoritas Jasa Keuangan,099f120b-b556-44fd-a9f5-a1d7b26cf4c2,Departemen Penyidikan Sektor Jasa Keuangan,2,DKI Jakarta,BLENDED,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4b3ea65a-1d30-4abb-8b7f-13dc36389c0d.png
85,06f4f83e-6f8c-11ed-83fd-7e8ddab09462,Analis   Laporan Pengelolaan Investasi,Otoritas Jasa Keuangan,099f120b-b556-44fd-a9f5-a1d7b26cf4c2,Departemen Pengawasan Pasar Modal 2A,1,DKI Jakarta,BLENDED,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4b3ea65a-1d30-4abb-8b7f-13dc36389c0d.png
86,d3224c53-5695-11ed-92ba-cac009710b2f,Analis Transportasi,Nusantara Infrastructure,33c404bb-b227-4a65-85dc-9fe9cf434e1e,Economic Feasibility Analysis & Traffic Volume Planning of Toll Road - Makassar,2,Kota Makassar,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_38539944-f328-4d58-bef3-1d8a97f607e4.jpg
87,81dd63d4-7081-11ed-9540-86f9589d528b," Analyst : Data Analyst, Data Engineer, Data Scientist",Kampus Merdeka Bank Indonesia (KMBI),f2442434-987b-4f9b-b5c0-6484f5d82530,Kampus Merdeka Bank Indonesia,65,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_67c97935-33a2-4765-bcb9-3338c303c531.png
88,b9590789-66e0-11ed-b864-9afb6f59ce88,Analyst Maintenance Strategy Intern,Trakindo,5bc2c129-6ce8-4935-a651-37bcd8ee46b1,Implementasi Standard Job Development Maintenance Strategy di SOC & SOT,1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_36e9154a-8dee-4268-b8b2-5bc121e4121b.png
89,69f5270a-6fe4-11ed-8b84-22d0c8df9d48,Android Developer,PT Otak Kanan,21e1eced-32b2-44f5-9b5b-0c0c8ab99d0a,Mobile and Web Application Development,5,Kota Surabaya,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_3fc13217-92a6-4bf3-b1de-759703f48a80.jpg
90,b8ea55ea-6f95-11ed-83fd-7e8ddab09462,Android Engineer,Bluebird Group,ac1f94db-56fa-4a5c-8cfa-5c6c67b3f1fb,Belajar Birdsama Bluebird,6,"Mampang Prapatan, Jakarta Selatan, DKI Jakarta",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_344c87cc-627d-46d8-a4cb-650b8e73d167.jpg
91,ca05d38c-67be-11ed-84bf-5a2f049e0a05,Animasi Developer,MKA,3dd0e109-3267-4dc3-ad3d-4b2e3cb309ab,Learning Management for Industry Creative (Develop StartUp),10,Kota Balikpapan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_b382b420-bed3-4b87-98f4-e3df37fb51d1.png
92,472b113a-81bc-11ed-b579-e28bf6b6d14d,Animator,VOCASIA,77cde2f6-fa33-4932-8847-83b3414b1877,Vocasia Internship Professional Edutech Program,2,Kota Jakarta Timur,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_47596fd8-2b46-4ad8-8a00-392d7c8107a2.png
93,9b3928f6-705f-11ed-83e6-668d7502ff5d,Animator,Citiasia Inc.,1d463f4f-bcd8-4125-87a9-e0c00f5328dc,Smart Cities & Smart enterprises: Co-Creation Solution & Innovation Development Internship Programs ,5,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_53530d4e-b597-4989-ba93-d03aeb8da921.png
94,48ffb8e7-642d-11ed-8ebb-320b4c7afbe7,Animator Intern,Zenius,261f4d66-aa98-41a5-a213-a079764411a7,Zenius Professionals Practice Program Angkatan 4,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_344946d7-f9c2-4c1e-8af0-646114c7d8ad.png
95,f1bc888c-8018-11ed-bf55-e28bf6b6d14d,Antifraud Analyst,Home Credit Indonesia,ae9a3576-23cb-42c2-9885-4cb1a4141799,Home Credit Apprenticeship  Program (HAP) 3.0 ,1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_8471966c-6da5-47b7-9275-8de31d6c807b.png
96,664393fe-806c-11ed-be97-9aeeab388a33,Anti Piracy,Vidio,8bb8fd87-8e0e-41b8-bcc4-a924fbae04f9,Peningkatan Kualitas Product Dari Segi Product Management Dan Design Dari Aplikasi Vidio,20,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_805c82cb-fe4b-47f2-8cbf-054b6e40cb33.png
97,f0f344c2-55ab-11ed-9b1f-3642855f7e03,API Microservice - Creation Intern,XL Axiata,c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fa53cb75-1f5f-4bad-832b-4cf3dbbf28b5.jpg
98,b95c04d5-55ab-11ed-adef-fa00dd4e79e4,API Microservice Intern,XL Axiata,c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fa53cb75-1f5f-4bad-832b-4cf3dbbf28b5.jpg
99,0d0be956-8039-11ed-91e0-ae9e72da6bb1,AP Intern,Home Credit Indonesia,ae9a3576-23cb-42c2-9885-4cb1a4141799,Home Credit Apprenticeship  Program (HAP) 3.0 ,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_8471966c-6da5-47b7-9275-8de31d6c807b.png
100,2d49a5a4-6fe4-11ed-ab38-feb214c74b66,App Developer (Programmer),VOCASIA,77cde2f6-fa33-4932-8847-83b3414b1877,Vocasia Internship Professional Edutech Program,4,Kota Jakarta Timur,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_47596fd8-2b46-4ad8-8a00-392d7c8107a2.png
101,14a5f2b0-675d-11ed-ab03-d2f881693fc9,Application Developer,Metrodata Academy,88c462bc-fe40-410a-9d2a-5264c0f50950,Metrodata Academy Ecosystem ,16,Kota Jakarta Barat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_1f813afe-a2cc-4a94-805e-109cba5a6a5d.png
102,28959f4d-6b0c-11ed-8147-a2c3ec1c6e84,Applications Development,PT Bumitama Gunajaya Agro,8816b5f5-7f39-459c-ba0c-86996423c5e5,Officer Development Program,4,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_629f2eb8-a747-4cee-a5c3-e27c8a8ec63e.png
103,c92795bc-7210-11ed-b6f7-86f9589d528b,Appraisal,Danamas,c90ef0ae-0e33-4137-8937-715bf954fcee,Internship at Danamas,10,Kota Jakarta Barat,OFFLINE,
104,37605501-55be-11ed-9b1f-3642855f7e03,"Apps Developer For Healthcare, Credit Scoring,  LXP Project with Flutter",M-Knows Consulting,e11d086f-a5f6-4a48-b9de-0cab5d5f5960,Kampus Gratis Apps - Platform Kuliah Gratis S1 & D1 bagi Kaum Marjinal di Indonesia,6,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_942d9672-8cf9-4b06-ac86-ab4aa197d01f.png
105,10c17a02-552f-11ed-a8a3-d299d3302380,Apps Developer with Flutter for KG Project,M-Knows Consulting,e11d086f-a5f6-4a48-b9de-0cab5d5f5960,Kampus Gratis Apps - Platform Kuliah Gratis S1 & D1 bagi Kaum Marjinal di Indonesia,6,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_942d9672-8cf9-4b06-ac86-ab4aa197d01f.png
106,5977712b-66e6-11ed-9ad9-5a2f049e0a05,Archivarist,Disdukcapil Kota Surabaya,8a84800b-39b7-4045-a70a-ed431d2319a7,Digitalasi dan Penataan Arsip Kependudukan,3,Kota Surabaya,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_47247993-97dc-483d-9e89-92768f1be113.png
